Compound,CAS,Odor,Evaporation rate
Acetic acid;prop-2-enylcyclohexane,,Fatty,Very slow
Acetic acid;prop-2-enylcyclohexane,,Fruity,Very slow
Acetic acid;prop-2-enylcyclohexane,,Green,Very slow
Acetoacetanilide,102-01-2,Fruity,Ultra slow
Acetoacetanilide,102-01-2,Grape,Ultra slow
Acetoacetanilide,102-01-2,Sweet,Ultra slow
Acetohexamide,968-81-0,Cooked,Ultra slow
Acetohexamide,968-81-0,Odorless,Ultra slow
Acetohexamide,968-81-0,Savory,Ultra slow
Acetoin,513-86-0,Buttery,Very fast
Acetoin,513-86-0,Caramellic,Very fast
Acetoin,513-86-0,Sweet,Very fast
Acetoin Acetate,4906-24-5,Caramellic,Very fast
Acetoin Acetate,4906-24-5,Fruity,Very fast
Acetoin Acetate,4906-24-5,Sweet,Very fast
Acetoin propyleneglycol ketal,94089-23-3,Buttery,Moderately fast
Acetoin propyleneglycol ketal,94089-23-3,Fatty,Moderately fast
Acetoin propyleneglycol ketal,94089-23-3,Fruity,Moderately fast
Acetone,67-64-1,Ethereal,Ultra fast
Acetone,67-64-1,Pungent,Ultra fast
Acetone,67-64-1,Solvent,Ultra fast
Acetone Cyanohydrin,75-86-5,Floral,Fast
Acetone Cyanohydrin,75-86-5,Sweet,Fast
Acetone Cyanohydrin,75-86-5,Woody,Fast
Acetonitrile,75-05-8,Ethereal,Ultra fast
Acetonitrile,75-05-8,Nutty,Ultra fast
Acetonitrile,75-05-8,Pungent,Ultra fast
"Acetonitrile, (hexyloxy)-",66912-24-1,Fatty,Moderate
"Acetonitrile, (hexyloxy)-",66912-24-1,Floral,Moderate
"Acetonitrile, (hexyloxy)-",66912-24-1,Green,Moderate
Acetonyl-Isopren,53370-68-6,Fruity,Fast
Acetonyl-Isopren,53370-68-6,Green,Fast
Acetonyl-Isopren,53370-68-6,Herbal,Fast
Acetophenone,98-86-2,Floral,Moderately fast
Acetophenone,98-86-2,Hawthorn,Moderately fast
Acetophenone,98-86-2,Sweet,Moderately fast
Acetophenone diethyl ketal,4316-37-4,Floral,Moderate
Acetophenone diethyl ketal,4316-37-4,Fruity,Moderate
Acetophenone diethyl ketal,4316-37-4,Green,Moderate
Acetopiperone,3162-29-6,Floral,Slow
Acetopiperone,3162-29-6,Sweet,Slow
Acetopiperone,3162-29-6,Vanilla,Slow
Acetopropyl alcohol,1071-73-4,Buttery,Moderate
Acetopropyl alcohol,1071-73-4,Caramellic,Moderate
Acetopropyl alcohol,1071-73-4,Sweet,Moderate
Acetosyringone,2478-38-8,Floral,Ultra slow
Acetosyringone,2478-38-8,Sweet,Ultra slow
Acetosyringone,2478-38-8,Vanilla,Ultra slow
Acetovanillone,498-02-2,Balsamic,Ultra slow
Acetovanillone,498-02-2,Sweet,Ultra slow
Acetovanillone,498-02-2,Vanilla,Ultra slow
Acetoxyacetone,592-20-1,Caramellic,Very fast
Acetoxyacetone,592-20-1,Fruity,Very fast
Acetoxyacetone,592-20-1,Sweet,Very fast
Acetoxybutene,5238-40-4,Ethereal,Ultra fast
Acetoxybutene,5238-40-4,Fruity,Ultra fast
Acetoxybutene,5238-40-4,Green,Ultra fast
Acetoxymethylisolongifolene,59056-62-1,Amber,Ultra slow
Acetoxymethylisolongifolene,59056-62-1,Cedar,Ultra slow
Acetoxymethylisolongifolene,59056-62-1,Woody,Ultra slow
Acetyl Caryophyllene,32214-91-8,Fruity,Ultra slow
Acetyl Caryophyllene,32214-91-8,Herbal,Ultra slow
Acetyl Caryophyllene,32214-91-8,Woody,Ultra slow
Acetyl Tributyl Citrate,77-90-7,Fruity,Ultra slow
Acetyl Tributyl Citrate,77-90-7,Herbal,Ultra slow
Acetyl Tributyl Citrate,77-90-7,Winey,Ultra slow
Acetyl bromide,506-96-7,Pungent,Ultra fast
Acetyl bromide,506-96-7,Sharp,Ultra fast
Acetyl bromide,506-96-7,Sweet,Ultra fast
Acetyl cedrene,32388-55-9,Amber,Ultra slow
Acetyl cedrene,32388-55-9,Musk,Ultra slow
Acetyl cedrene,32388-55-9,Woody,Ultra slow
Acetyl chloride,75-36-5,Caramellic,Ultra fast
Acetyl chloride,75-36-5,Pungent,Ultra fast
Acetyl chloride,75-36-5,Sweet,Ultra fast
Acetyl hexamethyl indan,15323-35-0,Musk,Ultra slow
Acetyl hexamethyl indan,15323-35-0,Powdery,Ultra slow
Acetyl hexamethyl indan,15323-35-0,Sweet,Ultra slow
Acetyl iodide,507-02-8,Pungent,Ultra fast
Acetyl iodide,507-02-8,Sharp,Ultra fast
Acetyl iodide,507-02-8,Sweet,Ultra fast
Acetyl isobutyryl,7493-58-5,Buttery,Ultra fast
Acetyl isobutyryl,7493-58-5,Fruity,Ultra fast
Acetyl isobutyryl,7493-58-5,Sweet,Ultra fast
Acetyl nonyryl,7493-59-6,Creamy,Slow
Acetyl nonyryl,7493-59-6,Fatty,Slow
Acetyl nonyryl,7493-59-6,Sweet,Slow
Acetylacetone,123-54-6,Caramellic,Ultra fast
Acetylacetone,123-54-6,Fruity,Ultra fast
Acetylacetone,123-54-6,Sweet,Ultra fast
Acetylene,74-86-2,Gassy,Ultra fast
Acetylene,74-86-2,Odorless,Ultra fast
Acetylene,74-86-2,Pungent,Ultra fast
Acetyltriethyl citrate,77-89-4,Apple,Ultra slow
Acetyltriethyl citrate,77-89-4,Fruity,Ultra slow
Acetyltriethyl citrate,77-89-4,Winey,Ultra slow
Achromycin,,Cooling,Ultra slow
Achromycin,,Odorless,Ultra slow
Achromycin,,Sweet,Ultra slow
Acid orange 7,633-96-5,Bitter,
Acid orange 7,633-96-5,Burnt,
Acid orange 7,633-96-5,Odorless,
Aciphyllene,87745-31-1,Spicy,Slow
Aciphyllene,87745-31-1,Sweet,Slow
Aciphyllene,87745-31-1,Woody,Slow
Acolamone,39012-14-1,Herbal,Very slow
Acolamone,39012-14-1,Mint,Very slow
Acolamone,39012-14-1,Woody,Very slow
Aconitic Acid,585-84-2,Caramellic,Ultra slow
Aconitic Acid,585-84-2,Sour,Ultra slow
Aconitic Acid,585-84-2,Winey,Ultra slow
"Acora-3,5-diene-11-ol",28296-85-7,Floral,Ultra slow
"Acora-3,5-diene-11-ol",28296-85-7,Sweet,Ultra slow
"Acora-3,5-diene-11-ol",28296-85-7,Woody,Ultra slow
Acoradiene,24048-44-0,Citrus,Slow
Acoradiene,24048-44-0,Citrus,Slow
Acoradiene,24048-44-0,Sweet,Slow
Acoradiene,24048-44-0,Sweet,Slow
Acoradiene,24048-44-0,Woody,Slow
Acoradiene,24048-44-0,Woody,Slow
Acoragermacrone,50281-45-3,Herbal,Ultra slow
Acoragermacrone,50281-45-3,Mint,Ultra slow
Acoragermacrone,50281-45-3,Spicy,Ultra slow
Acorone,10121-28-5,Herbal,Very slow
Acorone,10121-28-5,Mint,Very slow
Acorone,10121-28-5,Woody,Very slow
Acrolein,107-02-8,Fruity,Ultra fast
Acrolein,107-02-8,Pungent,Ultra fast
Acrolein,107-02-8,Sharp,Ultra fast
Acrolein diethylacetal,3054-95-3,Ethereal,Ultra fast
Acrolein diethylacetal,3054-95-3,Fruity,Ultra fast
Acrolein diethylacetal,3054-95-3,Green,Ultra fast
Acrolein dimer,100-73-2,Green,Fast
Acrolein dimer,100-73-2,Spicy,Fast
Acrolein dimer,100-73-2,Sweet,Fast
Acrylamide,79-06-1,Burnt,Slow
Acrylamide,79-06-1,Odorless,Slow
Acrylamide,79-06-1,Pungent,Slow
Acrylic acid,79-10-7,Odorless,Ultra fast
Acrylic acid,79-10-7,Sharp,Ultra fast
Acrylic acid,79-10-7,Sour,Ultra fast
Acrylic acid isobornyl ester,5888-33-5,Herbal,Moderately slow
Acrylic acid isobornyl ester,5888-33-5,Pine,Moderately slow
Acrylic acid isobornyl ester,5888-33-5,Woody,Moderately slow
Acrylonitrile,107-13-1,Garlic,Ultra fast
Acrylonitrile,107-13-1,Pungent,Ultra fast
Acrylonitrile,107-13-1,Radish,Ultra fast
Adamantane,281-23-2,Earthy,Fast
Adamantane,281-23-2,Green,Fast
Adamantane,281-23-2,Woody,Fast
Adenine,73-24-5,Nutty,Ultra slow
Adenine,73-24-5,Odorless,Ultra slow
Adenine,73-24-5,Roasted,Ultra slow
Adenosine,58-61-7,Bitter,Ultra slow
Adenosine,58-61-7,Odorless,Ultra slow
Adenosine,58-61-7,Sweet,Ultra slow
Adenosine-5'-diphosphate,58-64-0,Clean,Ultra slow
Adenosine-5'-diphosphate,58-64-0,Odorless,Ultra slow
Adenosine-5'-diphosphate,58-64-0,Savory,Ultra slow
Adipate,764-65-8,Odorless,
Adipate,764-65-8,Sour,
Adipate,764-65-8,Sweet,
Adipic Acid,124-04-9,Cheesy,Ultra slow
Adipic Acid,124-04-9,Odorless,Ultra slow
Adipic Acid,124-04-9,Sour,Ultra slow
Adiponitrile,111-69-3,Floral,Ultra slow
Adiponitrile,111-69-3,Fresh,Ultra slow
Adiponitrile,111-69-3,Sweet,Ultra slow
Adonitol,488-81-3,Alcoholic,Ultra slow
Adonitol,488-81-3,Odorless,Ultra slow
Adonitol,488-81-3,Sweet,Ultra slow
Affinin,25394-57-4,Fruity,Ultra slow
Affinin,25394-57-4,Herbal,Ultra slow
Affinin,25394-57-4,Spicy,Ultra slow
Agar,9002-18-0,Alcoholic,Ultra slow
Agar,9002-18-0,Odorless,Ultra slow
Agar,9002-18-0,Sweet,Ultra slow
Agarospirol,1460-73-7,Floral,Ultra slow
Agarospirol,1460-73-7,Sweet,Ultra slow
Agarospirol,1460-73-7,Woody,Ultra slow
Agropine,70699-77-3,Odorless,Ultra slow
Agropine,70699-77-3,Savory,Ultra slow
Agropine,70699-77-3,Sweet,Ultra slow
Alachlor,15972-60-8,Cooling,Ultra slow
Alachlor,15972-60-8,Fresh,Ultra slow
Alachlor,15972-60-8,Mint,Ultra slow
Alanine,56-41-7,Meaty,Moderately slow
Alanine,56-41-7,Odorless,Moderately slow
Alanine,56-41-7,Savory,Moderately slow
Alantolactone,546-43-0,Spicy,Ultra slow
Alantolactone,546-43-0,Tobacco,Ultra slow
Alantolactone,546-43-0,Woody,Ultra slow
Alanylglutamine,39537-23-0,Odorless,Ultra slow
Alanylglutamine,39537-23-0,Savory,Ultra slow
Alanylglutamine,39537-23-0,Sweet,Ultra slow
Alaskene,28400-12-6,Spicy,Slow
Alaskene,28400-12-6,Sweet,Slow
Alaskene,28400-12-6,Woody,Slow
Alfadex,10016-20-3,Alcoholic,Fast
Alfadex,10016-20-3,Odorless,Fast
Alfadex,10016-20-3,Sweet,Fast
"Alginic acid, potassium salt",9005-36-1,Bitter,
"Alginic acid, potassium salt",9005-36-1,Caramellic,
"Alginic acid, potassium salt",9005-36-1,Odorless,
Alipur,8015-55-2,Cooling,Ultra slow
Alipur,8015-55-2,Mint,Ultra slow
Alipur,8015-55-2,Odorless,Ultra slow
Alitame,99016-42-9,Cooling,Ultra slow
Alitame,99016-42-9,Odorless,Ultra slow
Alitame,99016-42-9,Savory,Ultra slow
Alitame (Parent),80863-62-3,Cooling,Ultra slow
Alitame (Parent),80863-62-3,Odorless,Ultra slow
Alitame (Parent),80863-62-3,Savory,Ultra slow
Allantoin,97-59-6,Odorless,Ultra slow
Allantoin,97-59-6,Savory,Ultra slow
Allantoin,97-59-6,Sweet,Ultra slow
Allethrolone,29605-88-7,Caramellic,Very slow
Allethrolone,29605-88-7,Spicy,Very slow
Allethrolone,29605-88-7,Sweet,Very slow
Allicin,539-86-6,Garlic,Slow
Allicin,539-86-6,Onion,Slow
Allicin,539-86-6,Sulfurous,Slow
Alloaromadendren,,Herbal,Slow
Alloaromadendren,,Spicy,Slow
Alloaromadendren,,Woody,Slow
"Alloisoleucine, D-",1509-35-9,Cooling,Very slow
"Alloisoleucine, D-",1509-35-9,Mint,Very slow
"Alloisoleucine, D-",1509-35-9,Odorless,Very slow
"Alloocimene, (4E,6Z)-",7216-56-0,Floral,Fast
"Alloocimene, (4E,6Z)-",7216-56-0,Herbal,Fast
"Alloocimene, (4E,6Z)-",7216-56-0,Sweet,Fast
Allyl (2-methylbutoxy)acetate,67634-01-9,Fruity,Moderate
Allyl (2-methylbutoxy)acetate,67634-01-9,Green,Moderate
Allyl (2-methylbutoxy)acetate,67634-01-9,Herbal,Moderate
Allyl 1-propenyl disulfide,33368-82-0,Garlic,Fast
Allyl 1-propenyl disulfide,33368-82-0,Onion,Fast
Allyl 1-propenyl disulfide,33368-82-0,Sulfurous,Fast
Allyl 10-undecenoate,7493-76-7,Fatty,Ultra slow
Allyl 10-undecenoate,7493-76-7,Fruity,Ultra slow
Allyl 10-undecenoate,7493-76-7,Sweet,Ultra slow
Allyl 2-ethylbutyrate,7493-69-8,Fruity,Fast
Allyl 2-ethylbutyrate,7493-69-8,Pineapple,Fast
Allyl 2-ethylbutyrate,7493-69-8,Sweet,Fast
Allyl 2-ethylhexanoate,58105-49-0,Fatty,Moderate
Allyl 2-ethylhexanoate,58105-49-0,Fruity,Moderate
Allyl 2-ethylhexanoate,58105-49-0,Herbal,Moderate
Allyl 2-methylbutyrate,93963-13-4,Fruity,Very fast
Allyl 2-methylbutyrate,93963-13-4,Green,Very fast
Allyl 2-methylbutyrate,93963-13-4,Pineapple,Very fast
"Allyl 3,5,5-trimethylhexanoate",71500-37-3,Apple,Moderate
"Allyl 3,5,5-trimethylhexanoate",71500-37-3,Fruity,Moderate
"Allyl 3,5,5-trimethylhexanoate",71500-37-3,Herbal,Moderate
Allyl 4-methylpentanoate,,Apple,Fast
Allyl 4-methylpentanoate,,Fruity,Fast
Allyl 4-methylpentanoate,,Pineapple,Fast
Allyl Cinnamate,1866-31-5,Balsamic,Very slow
Allyl Cinnamate,1866-31-5,Fruity,Very slow
Allyl Cinnamate,1866-31-5,Sweet,Very slow
Allyl Formate,1838-59-1,Ethereal,Ultra fast
Allyl Formate,1838-59-1,Fruity,Ultra fast
Allyl Formate,1838-59-1,Pungent,Ultra fast
Allyl Heptanoate,142-19-8,Fruity,Moderate
Allyl Heptanoate,142-19-8,Pineapple,Moderate
Allyl Heptanoate,142-19-8,Sweet,Moderate
Allyl Isothiocyanate,57-06-7,Pungent,Ultra fast
Allyl Isothiocyanate,57-06-7,Radish,Ultra fast
Allyl Isothiocyanate,57-06-7,Sulfurous,Ultra fast
Allyl Mercaptan,870-23-5,Garlic,Ultra fast
Allyl Mercaptan,870-23-5,Onion,Ultra fast
Allyl Mercaptan,870-23-5,Sulfurous,Ultra fast
Allyl Sulfide,592-88-1,Garlic,Ultra fast
Allyl Sulfide,592-88-1,Onion,Ultra fast
Allyl Sulfide,592-88-1,Sulfurous,Ultra fast
Allyl acetate,591-87-7,Ethereal,Ultra fast
Allyl acetate,591-87-7,Fruity,Ultra fast
Allyl acetate,591-87-7,Pungent,Ultra fast
Allyl acetoacetate,1118-84-9,Apple,Moderate
Allyl acetoacetate,1118-84-9,Fruity,Moderate
Allyl acetoacetate,1118-84-9,Green,Moderate
Allyl alcohol,107-18-6,Ethereal,Ultra fast
Allyl alcohol,107-18-6,Pungent,Ultra fast
Allyl alcohol,107-18-6,Sharp,Ultra fast
Allyl amyl glycolate,67634-00-8,Fruity,Moderate
Allyl amyl glycolate,67634-00-8,Green,Moderate
Allyl amyl glycolate,67634-00-8,Herbal,Moderate
Allyl anthranilate,7493-63-2,Floral,Slow
Allyl anthranilate,7493-63-2,Fruity,Slow
Allyl anthranilate,7493-63-2,Grape,Slow
Allyl benzoate,583-04-0,Floral,Moderately slow
Allyl benzoate,583-04-0,Fruity,Moderately slow
Allyl benzoate,583-04-0,Sweet,Moderately slow
Allyl benzyl ether,14593-43-2,Floral,Moderately fast
Allyl benzyl ether,14593-43-2,Fruity,Moderately fast
Allyl benzyl ether,14593-43-2,Green,Moderately fast
Allyl bromide,106-95-6,Cheesy,Ultra fast
Allyl bromide,106-95-6,Pungent,Ultra fast
Allyl bromide,106-95-6,Sulfurous,Ultra fast
Allyl butyrate,2051-78-7,Apple,Ultra fast
Allyl butyrate,2051-78-7,Fruity,Ultra fast
Allyl butyrate,2051-78-7,Pineapple,Ultra fast
Allyl chloride,107-05-1,Cheesy,Ultra fast
Allyl chloride,107-05-1,Green,Ultra fast
Allyl chloride,107-05-1,Pungent,Ultra fast
Allyl chloroformate,2937-50-0,Ethereal,Ultra fast
Allyl chloroformate,2937-50-0,Fruity,Ultra fast
Allyl chloroformate,2937-50-0,Sharp,Ultra fast
Allyl crotonate,20474-93-5,Ethereal,Very fast
Allyl crotonate,20474-93-5,Fruity,Very fast
Allyl crotonate,20474-93-5,Pungent,Very fast
Allyl cyanide,109-75-1,Floral,Ultra fast
Allyl cyanide,109-75-1,Green,Ultra fast
Allyl cyanide,109-75-1,Pungent,Ultra fast
Allyl cyclohexaneacetate,4728-82-9,Fruity,Moderately slow
Allyl cyclohexaneacetate,4728-82-9,Pineapple,Moderately slow
Allyl cyclohexaneacetate,4728-82-9,Sweet,Moderately slow
Allyl cyclohexanebutyrate,7493-65-4,Fruity,Very slow
Allyl cyclohexanebutyrate,7493-65-4,Pineapple,Very slow
Allyl cyclohexanebutyrate,7493-65-4,Sweet,Very slow
Allyl cyclohexanepropionate,2705-87-5,Fruity,Slow
Allyl cyclohexanepropionate,2705-87-5,Pineapple,Slow
Allyl cyclohexanepropionate,2705-87-5,Sweet,Slow
Allyl cyclohexanevalerate,7493-68-7,Fruity,Ultra slow
Allyl cyclohexanevalerate,7493-68-7,Pineapple,Ultra slow
Allyl cyclohexanevalerate,7493-68-7,Sweet,Ultra slow
Allyl cyclohexyl hexanoate,7493-66-5,Fruity,Ultra slow
Allyl cyclohexyl hexanoate,7493-66-5,Pineapple,Ultra slow
Allyl cyclohexyl hexanoate,7493-66-5,Sweet,Ultra slow
Allyl cyclohexyloxyacetate,68901-15-5,Fruity,Slow
Allyl cyclohexyloxyacetate,68901-15-5,Green,Slow
Allyl cyclohexyloxyacetate,68901-15-5,Herbal,Slow
Allyl decanoate,57856-81-2,Fatty,Very slow
Allyl decanoate,57856-81-2,Fruity,Very slow
Allyl decanoate,57856-81-2,Sweet,Very slow
Allyl ethyl ether,557-31-3,Ethereal,Ultra fast
Allyl ethyl ether,557-31-3,Fruity,Ultra fast
Allyl ethyl ether,557-31-3,Pungent,Ultra fast
Allyl furoate,4208-49-5,Caramellic,Moderate
Allyl furoate,4208-49-5,Fruity,Moderate
Allyl furoate,4208-49-5,Sweet,Moderate
Allyl glycidyl ether,106-92-3,Ethereal,Very fast
Allyl glycidyl ether,106-92-3,Fruity,Very fast
Allyl glycidyl ether,106-92-3,Green,Very fast
Allyl hexanoate,123-68-2,Fruity,Moderately fast
Allyl hexanoate,123-68-2,Pineapple,Moderately fast
Allyl hexanoate,123-68-2,Sweet,Moderately fast
Allyl iodide,556-56-9,Cheesy,Ultra fast
Allyl iodide,556-56-9,Fishy,Ultra fast
Allyl iodide,556-56-9,Pungent,Ultra fast
Allyl isobutyl disulfide,,Garlic,Moderately fast
Allyl isobutyl disulfide,,Onion,Moderately fast
Allyl isobutyl disulfide,,Sulfurous,Moderately fast
Allyl isobutyl sulfide,,Garlic,Ultra fast
Allyl isobutyl sulfide,,Onion,Ultra fast
Allyl isobutyl sulfide,,Sulfurous,Ultra fast
Allyl isobutyrate,15727-77-2,Fruity,Ultra fast
Allyl isobutyrate,15727-77-2,Green,Ultra fast
Allyl isobutyrate,15727-77-2,Pineapple,Ultra fast
Allyl isovalerate,2835-39-4,Apple,Very fast
Allyl isovalerate,2835-39-4,Fruity,Very fast
Allyl isovalerate,2835-39-4,Pineapple,Very fast
Allyl levulinate,1070-35-5,Caramellic,Moderately slow
Allyl levulinate,1070-35-5,Fruity,Moderately slow
Allyl levulinate,1070-35-5,Sweet,Moderately slow
Allyl methyl disulfide,2179-58-0,Garlic,Very fast
Allyl methyl disulfide,2179-58-0,Onion,Very fast
Allyl methyl disulfide,2179-58-0,Sulfurous,Very fast
Allyl methyl sulfide,10152-76-8,Garlic,Ultra fast
Allyl methyl sulfide,10152-76-8,Onion,Ultra fast
Allyl methyl sulfide,10152-76-8,Sulfurous,Ultra fast
Allyl methyl tetrasulfide,90195-83-8,Garlic,Very slow
Allyl methyl tetrasulfide,90195-83-8,Onion,Very slow
Allyl methyl tetrasulfide,90195-83-8,Sulfurous,Very slow
Allyl methyl trisulfide,34135-85-8,Garlic,Moderate
Allyl methyl trisulfide,34135-85-8,Onion,Moderate
Allyl methyl trisulfide,34135-85-8,Sulfurous,Moderate
Allyl nonanoate,7493-72-3,Fatty,Slow
Allyl nonanoate,7493-72-3,Fruity,Slow
Allyl nonanoate,7493-72-3,Sweet,Slow
Allyl octanoate,4230-97-1,Fruity,Moderately slow
Allyl octanoate,4230-97-1,Pineapple,Moderately slow
Allyl octanoate,4230-97-1,Sweet,Moderately slow
Allyl pentasulfide,118686-45-6,Garlic,Ultra slow
Allyl pentasulfide,118686-45-6,Onion,Ultra slow
Allyl pentasulfide,118686-45-6,Sulfurous,Ultra slow
Allyl phenoxyacetate,7493-74-5,Fruity,Slow
Allyl phenoxyacetate,7493-74-5,Green,Slow
Allyl phenoxyacetate,7493-74-5,Sweet,Slow
Allyl phenyl ether,1746-13-0,Fruity,Moderately fast
Allyl phenyl ether,1746-13-0,Green,Moderately fast
Allyl phenyl ether,1746-13-0,Sweet,Moderately fast
Allyl phenylacetate,1797-74-6,Fruity,Slow
Allyl phenylacetate,1797-74-6,Honey,Slow
Allyl phenylacetate,1797-74-6,Sweet,Slow
Allyl propionate,2408-20-0,Ethereal,Ultra fast
Allyl propionate,2408-20-0,Fruity,Ultra fast
Allyl propionate,2408-20-0,Green,Ultra fast
Allyl propyl disulfide,2179-59-1,Garlic,Fast
Allyl propyl disulfide,2179-59-1,Onion,Fast
Allyl propyl disulfide,2179-59-1,Sulfurous,Fast
Allyl propyl trisulfide,33922-73-5,Garlic,Moderately slow
Allyl propyl trisulfide,33922-73-5,Onion,Moderately slow
Allyl propyl trisulfide,33922-73-5,Sulfurous,Moderately slow
Allyl salicylate,10484-09-0,Floral,Slow
Allyl salicylate,10484-09-0,Fruity,Slow
Allyl salicylate,10484-09-0,Sweet,Slow
Allyl sorbate,7493-75-6,Fruity,Moderately fast
Allyl sorbate,7493-75-6,Pineapple,Moderately fast
Allyl sorbate,7493-75-6,Sweet,Moderately fast
Allyl thiocyanate,764-49-8,Garlic,Very fast
Allyl thiocyanate,764-49-8,Onion,Very fast
Allyl thiocyanate,764-49-8,Sulfurous,Very fast
Allyl thiohexanoate,156420-69-8,Fruity,Moderately slow
Allyl thiohexanoate,156420-69-8,Sulfurous,Moderately slow
Allyl thiohexanoate,156420-69-8,Tropical,Moderately slow
Allyl thiopropionate,41820-22-8,Onion,Fast
Allyl thiopropionate,41820-22-8,Sulfurous,Fast
Allyl thiopropionate,41820-22-8,Sweet,Fast
Allyl tiglate,7493-71-2,Fruity,Fast
Allyl tiglate,7493-71-2,Green,Fast
Allyl tiglate,7493-71-2,Sweet,Fast
Allyl undecanoate,17308-90-6,Fatty,Ultra slow
Allyl undecanoate,17308-90-6,Fruity,Ultra slow
Allyl undecanoate,17308-90-6,Waxy,Ultra slow
Allyl valerate,6321-45-5,Apple,Very fast
Allyl valerate,6321-45-5,Fruity,Very fast
Allyl valerate,6321-45-5,Pineapple,Very fast
Allylamine,107-11-9,Cheesy,Ultra fast
Allylamine,107-11-9,Fishy,Ultra fast
Allylamine,107-11-9,Pungent,Ultra fast
Allylbenzene,300-57-2,Green,Very fast
Allylbenzene,300-57-2,Herbal,Very fast
Allylbenzene,300-57-2,Sweet,Very fast
Allyltetramethoxybenzene,15361-99-6,Phenolic,Ultra slow
Allyltetramethoxybenzene,,Phenolic,Ultra slow
Allyltetramethoxybenzene,15361-99-6,Spicy,Ultra slow
Allyltetramethoxybenzene,,Spicy,Ultra slow
Allyltetramethoxybenzene,15361-99-6,Woody,Ultra slow
Allyltetramethoxybenzene,,Woody,Ultra slow
Allyltrichlorosilane,107-37-9,Fishy,
Allyltrichlorosilane,107-37-9,Green,
Allyltrichlorosilane,107-37-9,Odorless,
Allylvanillin,,Spicy,Ultra slow
Allylvanillin,,Sweet,Ultra slow
Allylvanillin,,Vanilla,Ultra slow
Alpha-Aminobutyric Acid,2835-81-6,Odorless,Moderately slow
Alpha-Aminobutyric Acid,2835-81-6,Savory,Moderately slow
Alpha-Aminobutyric Acid,2835-81-6,Sweet,Moderately slow
Alpha-Farnesene,502-61-4,Citrus,Slow
Alpha-Farnesene,502-61-4,Citrus,Slow
Alpha-Farnesene,502-61-4,Floral,Slow
Alpha-Farnesene,502-61-4,Floral,Slow
Alpha-Farnesene,502-61-4,Woody,Slow
Alpha-Farnesene,502-61-4,Woody,Slow
Alpha-Ketoglutaric Acid,328-50-7,Caramellic,Ultra slow
Alpha-Ketoglutaric Acid,328-50-7,Odorless,Ultra slow
Alpha-Ketoglutaric Acid,328-50-7,Sour,Ultra slow
Alpha-Ketoisovaleric acid,759-05-7,Buttery,Moderate
Alpha-Ketoisovaleric acid,759-05-7,Caramellic,Moderate
Alpha-Ketoisovaleric acid,759-05-7,Fruity,Moderate
Alpha-Lactose,14641-93-1,Alcoholic,Ultra slow
Alpha-Lactose,14641-93-1,Odorless,Ultra slow
Alpha-Lactose,14641-93-1,Sweet,Ultra slow
Alpha-Longipinene,5989-08-2,Amber,Slow
Alpha-Longipinene,5989-08-2,Amber,Slow
Alpha-Longipinene,5989-08-2,Amber,Slow
Alpha-Longipinene,5989-08-2,Dry,Slow
Alpha-Longipinene,5989-08-2,Dry,Slow
Alpha-Longipinene,5989-08-2,Dry,Slow
Alpha-Longipinene,5989-08-2,Woody,Slow
Alpha-Longipinene,5989-08-2,Woody,Slow
Alpha-Longipinene,5989-08-2,Woody,Slow
Alpha-Naphthylthiourea,86-88-4,Cheesy,Ultra slow
Alpha-Naphthylthiourea,86-88-4,Meaty,Ultra slow
Alpha-Naphthylthiourea,86-88-4,Sulfurous,Ultra slow
Alpha-Terpineol,98-55-5,Floral,Moderately slow
Alpha-Terpineol,98-55-5,Herbal,Moderately slow
Alpha-Terpineol,98-55-5,Woody,Moderately slow
Alpha-Terthienyl,1081-34-1,Burnt,Ultra slow
Alpha-Terthienyl,1081-34-1,Meaty,Ultra slow
Alpha-Terthienyl,1081-34-1,Sulfurous,Ultra slow
Alpha-Tocopherol,59-02-9,Balsamic,Ultra slow
Alpha-Tocopherol,59-02-9,Spicy,Ultra slow
Alpha-Tocopherol,59-02-9,Woody,Ultra slow
"Alpha-amylcinnamaldehyde diethyl acetal, (E)-",60763-41-9,Floral,Ultra slow
"Alpha-amylcinnamaldehyde diethyl acetal, (E)-",60763-41-9,Fruity,Ultra slow
"Alpha-amylcinnamaldehyde diethyl acetal, (E)-",60763-41-9,Green,Ultra slow
"Alpha-amylcinnamaldehyde dimethyl acetal, (Z)-",,Floral,Ultra slow
"Alpha-amylcinnamaldehyde dimethyl acetal, (Z)-",,Fresh,Ultra slow
"Alpha-amylcinnamaldehyde dimethyl acetal, (Z)-",,Green,Ultra slow
Alpha-d-xylopyranose,6763-34-4,Odorless,Ultra slow
Alpha-d-xylopyranose,6763-34-4,Sweet,Ultra slow
Alpha-d-xylopyranose,6763-34-4,Woody,Ultra slow
Alpha-methyldopa,55-40-3,Bitter,Ultra slow
Alpha-methyldopa,55-40-3,Odorless,Ultra slow
Alpha-methyldopa,55-40-3,Savory,Ultra slow
"Alpha-muurolene, (-)-",31983-22-9,Herbal,Slow
"Alpha-muurolene, (-)-",31983-22-9,Spicy,Slow
"Alpha-muurolene, (-)-",31983-22-9,Woody,Slow
Aluminum Sulfate,10043-01-3,Bitter,
Aluminum Sulfate,10043-01-3,Odorless,
Aluminum Sulfate,10043-01-3,Pungent,
Aluminum ammonium sulfate,7784-25-0,Bitter,
