compound_name,pubchem_id,isomeric_smiles,source,flavor
2-O-(a-D-Galactopyranosyl)-D-galactose,4623424,C(C1C(C(C(C(O1)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O,flavorDB,sweet
23550-40-5,4682590,CC(=O)CC(C)(C)SC,flavorDB,rooty
23550-40-5,4682590,CC(=O)CC(C)(C)SC,flavorDB,blackcurrant
23550-40-5,4682590,CC(=O)CC(C)(C)SC,flavorDB,sulfury
23550-40-5,4682590,CC(=O)CC(C)(C)SC,flavorDB,musty
23550-40-5,4682590,CC(=O)CC(C)(C)SC,flavorDB,fruity
23550-40-5,4682590,CC(=O)CC(C)(C)SC,flavorDB,tropical
23550-40-5,4682590,CC(=O)CC(C)(C)SC,flavorDB,metallic
23550-40-5,4682590,CC(=O)CC(C)(C)SC,flavorDB,green
1-phenyl-3-(4-propoxyphenyl)urea,4943005,CCCOC1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2,flavorDB,sweet
vanillyl butyl ether,5084146,CCCCOCC1=CC(=C(C=C1)O)OC,flavorDB,vanilla
vanillyl butyl ether,5084146,CCCCOCC1=CC(=C(C=C1)O)OC,flavorDB,fruity
butyl ethyl malonate,5140436,CCCCOC(=O)CC(=O)OCC,flavorDB,fruity
blood Group H disaccharide,5184980,CC1C(C(C(C(O1)OC2C(C(C(OC2O)CO)O)O)O)O)O,flavorDB,sweet
"Hexane-1,2,3,6-tetrol",5209802,C(CC(C(CO)O)O)CO,flavorDB,sweet
"3,2'-Dihydroxychalcone",5270542,C1=CC=C(C(=C1)C(=O)/C=C/C2=CC(=CC=C2)O)O,flavorDB,bitter
propyl cinnamate,5270647,CCCOC(=O)/C=C/C1=CC=CC=C1,flavorDB,fruity
Diethyl Maleate,5271566,CCOC(=O)/C=C\C(=O)OCC,flavorDB,banana
Isopropyl cinnamate,5273464,CC(C)OC(=O)/C=C/C1=CC=CC=C1,flavorDB,floral
butyl Cinnamate,5273465,CCCCOC(=O)/C=C/C1=CC=CC=C1,flavorDB,floral
Isopentyl cinnamate,5273467,CC(C)CCOC(=O)/C=C/C1=CC=CC=C1,flavorDB,amber
Isopentyl cinnamate,5273467,CC(C)CCOC(=O)/C=C/C1=CC=CC=C1,flavorDB,floral
Isopentyl cinnamate,5273467,CC(C)CCOC(=O)/C=C/C1=CC=CC=C1,flavorDB,musty
Isopentyl cinnamate,5273467,CC(C)CCOC(=O)/C=C/C1=CC=CC=C1,flavorDB,cocoa
Isopentyl cinnamate,5273467,CC(C)CCOC(=O)/C=C/C1=CC=CC=C1,flavorDB,orchid
benzyl Cinnamate,5273469,C1=CC=C(C=C1)COC(=O)/C=C/C2=CC=CC=C2,flavorDB,floral
fraxin,5273568,COC1=C(C(=C2C(=C1)C=CC(=O)O2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,flavorDB,bitter
Geranic Acid,5275520,CC(=CCC/C(=C/C(=O)O)/C)C,flavorDB,lemon
Geranic Acid,5275520,CC(=CCC/C(=C/C(=O)O)/C)C,flavorDB,moldy
Geranic Acid,5275520,CC(=CCC/C(=C/C(=O)O)/C)C,flavorDB,feet
Geranic Acid,5275520,CC(=CCC/C(=C/C(=O)O)/C)C,flavorDB,acidic
Geranic Acid,5275520,CC(=CCC/C(=C/C(=O)O)/C)C,flavorDB,dry
Geranic Acid,5275520,CC(=CCC/C(=C/C(=O)O)/C)C,flavorDB,woody
Geranic Acid,5275520,CC(=CCC/C(=C/C(=O)O)/C)C,flavorDB,weedy
Geranic Acid,5275520,CC(=CCC/C(=C/C(=O)O)/C)C,flavorDB,green
5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)tetradecan-3-one,5275726,CCCCCCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O,flavorDB,woody
5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)tetradecan-3-one,5275726,CCCCCCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O,flavorDB,musk
Globotriose,5279515,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O,flavorDB,sweet
(+/-)-Dihydrofarnesol,5280341,CC(CC/C=C(\C)/CCC=C(C)C)CCO,flavorDB,floral
(+/-)-Dihydrofarnesol,5280341,CC(CC/C=C(\C)/CCC=C(C)C)CCO,flavorDB,fruity
(+/-)-Dihydrofarnesol,5280341,CC(CC/C=C(\C)/CCC=C(C)C)CCO,flavorDB,green
quercetin,5280343,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,flavorDB,bitter
biochanin A,5280373,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,flavorDB,bitter
formononetin,5280378,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O,flavorDB,bitter
phytol,5280435,C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,flavorDB,powdery
phytol,5280435,C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,flavorDB,delicate
phytol,5280435,C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,flavorDB,waxy
phytol,5280435,C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,flavorDB,floral
phytol,5280435,C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,flavorDB,balsam
phytol,5280435,C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,flavorDB,flower
apigenin,5280443,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,flavorDB,bitter
luteolin,5280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,flavorDB,bitter
linoleic acid,5280450,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,flavorDB,fatty
linoleic acid,5280450,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,flavorDB,faint
quercitrin,5280459,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,flavorDB,sweet
vomifoliol,5280462,CC1=CC(=O)CC([C@]1(/C=C/[C@@H](C)O)O)(C)C,flavorDB,fruity
(Z)-cinnamyl alcohol,5280511,C1=CC=C(C=C1)/C=C\CO,flavorDB,oil
(Z)-cinnamyl alcohol,5280511,C1=CC=C(C=C1)/C=C\CO,flavorDB,powdery
(Z)-cinnamyl alcohol,5280511,C1=CC=C(C=C1)/C=C\CO,flavorDB,cinnamic
(Z)-cinnamyl alcohol,5280511,C1=CC=C(C=C1)/C=C\CO,flavorDB,bitter
(Z)-cinnamyl alcohol,5280511,C1=CC=C(C=C1)/C=C\CO,flavorDB,sweet
(Z)-cinnamyl alcohol,5280511,C1=CC=C(C=C1)/C=C\CO,flavorDB,balsam
(Z)-cinnamyl alcohol,5280511,C1=CC=C(C=C1)/C=C\CO,flavorDB,hyacinth
(Z)-cinnamyl alcohol,5280511,C1=CC=C(C=C1)/C=C\CO,flavorDB,spicy
(Z)-cinnamyl alcohol,5280511,C1=CC=C(C=C1)/C=C\CO,flavorDB,green
Herbacetin,5280544,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O,flavorDB,bitter
farnesal,5280598,CC(=CCC/C(=C/CC/C(=C/C=O)/C)/C)C,flavorDB,floral
farnesal,5280598,CC(=CCC/C(=C/CC/C(=C/C=O)/C)/C)C,flavorDB,minty
Cynaroside,5280637,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,flavorDB,sweet
Gossypetin,5280647,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O)O,flavorDB,bitter
Chrysoeriol,5280666,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,flavorDB,bitter
Melilotoside,5280759,C1=CC=C(C(=C1)/C=C/C(=O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,flavorDB,bitter
Isoquercitrin,5280804,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,flavorDB,odorless
kaempferol,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,flavorDB,bitter
Senecionine,5280906,C/C=C\1/C[C@H]([C@@](C(=O)OCC2=CCN3[C@H]2[C@@H](CC3)OC1=O)(C)O)C,flavorDB,bitter
linolenic acid,5280934,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,flavorDB,faint
linolenic acid,5280934,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,flavorDB,bitter
linolenic acid,5280934,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,flavorDB,fatty
genistein,5280961,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,flavorDB,bitter
Methylergonovine maleate,5281072,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C.C(=C\C(=O)O)\C(=O)O,flavorDB,bitter
CID 5281092,5281092,CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=O)/C(=C(/N)\O)/C1=O)O)O)O.Cl,flavorDB,bitter
3025-30-7,5281162,CCCCC/C=C\C=C\C(=O)OCC,flavorDB,apple
3025-30-7,5281162,CCCCC/C=C\C=C\C(=O)OCC,flavorDB,waxy
3025-30-7,5281162,CCCCC/C=C\C=C\C(=O)OCC,flavorDB,creamy
3025-30-7,5281162,CCCCC/C=C\C=C\C(=O)OCC,flavorDB,sweet
3025-30-7,5281162,CCCCC/C=C\C=C\C(=O)OCC,flavorDB,fruity
3025-30-7,5281162,CCCCC/C=C\C=C\C(=O)OCC,flavorDB,tropical
3025-30-7,5281162,CCCCC/C=C\C=C\C(=O)OCC,flavorDB,pear
3025-30-7,5281162,CCCCC/C=C\C=C\C(=O)OCC,flavorDB,green
Ethyl tiglate,5281163,CCOC(=O)/C(=C/C)/C,flavorDB,caramel
Ethyl tiglate,5281163,CCOC(=O)/C(=C/C)/C,flavorDB,berry
Ethyl tiglate,5281163,CCOC(=O)/C(=C/C)/C,flavorDB,tutti frutti
Ethyl tiglate,5281163,CCOC(=O)/C(=C/C)/C,flavorDB,floral
Ethyl tiglate,5281163,CCOC(=O)/C(=C/C)/C,flavorDB,sweet
Ethyl tiglate,5281163,CCOC(=O)/C(=C/C)/C,flavorDB,fruity
Ethyl tiglate,5281163,CCOC(=O)/C(=C/C)/C,flavorDB,tropical
Ethyl tiglate,5281163,CCOC(=O)/C(=C/C)/C,flavorDB,raspberry
(Z)-Hex-3-en-1-ol,5281167,CC/C=C\CCO,flavorDB,leafy
(Z)-Hex-3-en-1-ol,5281167,CC/C=C\CCO,flavorDB,grass
(Z)-Hex-3-en-1-ol,5281167,CC/C=C\CCO,flavorDB,foliage
(Z)-Hex-3-en-1-ol,5281167,CC/C=C\CCO,flavorDB,vegetable
(Z)-Hex-3-en-1-ol,5281167,CC/C=C\CCO,flavorDB,herbal
(Z)-Hex-3-en-1-ol,5281167,CC/C=C\CCO,flavorDB,fresh
(Z)-Hex-3-en-1-ol,5281167,CC/C=C\CCO,flavorDB,cut grass
(Z)-Hex-3-en-1-ol,5281167,CC/C=C\CCO,flavorDB,oily
(Z)-Hex-3-en-1-ol,5281167,CC/C=C\CCO,flavorDB,green
trans-2-Hexenal,5281168,CCC/C=C/C=O,flavorDB,leafy
trans-2-Hexenal,5281168,CCC/C=C/C=O,flavorDB,apple
trans-2-Hexenal,5281168,CCC/C=C/C=O,flavorDB,cheesy
trans-2-Hexenal,5281168,CCC/C=C/C=O,flavorDB,vegetable
trans-2-Hexenal,5281168,CCC/C=C/C=O,flavorDB,fat
trans-2-Hexenal,5281168,CCC/C=C/C=O,flavorDB,banana
trans-2-Hexenal,5281168,CCC/C=C/C=O,flavorDB,rancid
trans-2-Hexenal,5281168,CCC/C=C/C=O,flavorDB,fatty
trans-2-Hexenal,5281168,CCC/C=C/C=O,flavorDB,sweet
trans-2-Hexenal,5281168,CCC/C=C/C=O,flavorDB,plum
trans-2-Hexenal,5281168,CCC/C=C/C=O,flavorDB,fruity
trans-2-Hexenal,5281168,CCC/C=C/C=O,flavorDB,aldehydic
trans-2-Hexenal,5281168,CCC/C=C/C=O,flavorDB,almond
trans-2-Hexenal,5281168,CCC/C=C/C=O,flavorDB,green
butein,5281222,C1=CC(=C(C=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O)O,flavorDB,bitter
Isobutrin,5281256,C1=CC(=C(C=C1/C=C/C(=O)C2=C(C=C(C=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,flavorDB,sweet
Genistin,5281377,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,flavorDB,bitter
Harmane,5281404,CC1=NC=CC2=C1NC3=CC=CC=C23,flavorDB,bitter
7-hydroxycoumarin,5281426,C1=CC(=CC2=C1C=CC(=O)O2)O,flavorDB,bitter
Artemorin,5281428,C/C/1=C\[C@@H]2[C@@H](CCC(=C)[C@@H](CC1)O)C(=C)C(=O)O2,flavorDB,bitter
Cnicin,5281435,C/C/1=C\CC/C(=C/[C@@H]2[C@@H]([C@H](C1)OC(=O)C(=C)[C@H](CO)O)C(=C)C(=O)O2)/CO,flavorDB,bitter
beta-Caryophyllene,5281515,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,flavorDB,spice
beta-Caryophyllene,5281515,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,flavorDB,clove
beta-Caryophyllene,5281515,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,flavorDB,sweet
beta-Caryophyllene,5281515,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,flavorDB,woody
beta-Caryophyllene,5281515,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,flavorDB,wood
beta-Caryophyllene,5281515,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,flavorDB,dry
alpha-farnesene,5281516,CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,flavorDB,citrus
alpha-farnesene,5281516,CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,flavorDB,lime
alpha-farnesene,5281516,CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,flavorDB,neroli
alpha-farnesene,5281516,CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,flavorDB,herbal
alpha-farnesene,5281516,CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,flavorDB,myrrh
alpha-farnesene,5281516,CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,flavorDB,sweet
alpha-farnesene,5281516,CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,flavorDB,bergamot
alpha-farnesene,5281516,CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,flavorDB,wood
alpha-farnesene,5281516,CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,flavorDB,lavender
alpha-farnesene,5281516,CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,flavorDB,green
Isocaryophyllene,5281522,C/C/1=C/CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,flavorDB,spice
Isocaryophyllene,5281522,C/C/1=C/CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,flavorDB,wood
Alpha-Santalol,5281531,C/C(=C/CCC1(C2CC3C1(C3C2)C)C)/CO,flavorDB,woody
Alpha-Santalol,5281531,C/C(=C/CCC1(C2CC3C1(C3C2)C)C)/CO,flavorDB,sandalwood
Alpha-Sinensal,5281534,C/C(=C\C/C=C(\C)/C=C)/CC/C=C(\C)/C=O,flavorDB,mandarin
Alpha-Sinensal,5281534,C/C(=C\C/C=C(\C)/C=C)/CC/C=C(\C)/C=O,flavorDB,citrus
Alpha-Sinensal,5281534,C/C(=C\C/C=C(\C)/C=C)/CC/C=C(\C)/C=O,flavorDB,orange
beta-Sinensal,5281535,C/C(=C\CCC(=C)C=C)/CC/C=C(\C)/C=O,flavorDB,fruity
Oleuropein,5281544,C/C=C/1\[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O,flavorDB,bitter
Ocimene,5281553,CC(=CC/C=C(\C)/C=C)C,flavorDB,citrus
Ocimene,5281553,CC(=CC/C=C(\C)/C=C)C,flavorDB,herbal
Ocimene,5281553,CC(=CC/C=C(\C)/C=C)C,flavorDB,sweet
Ocimene,5281553,CC(=CC/C=C(\C)/C=C)C,flavorDB,woody
Ocimene,5281553,CC(=CC/C=C(\C)/C=C)C,flavorDB,tropical
Ocimene,5281553,CC(=CC/C=C(\C)/C=C)C,flavorDB,terpene
Ocimene,5281553,CC(=CC/C=C(\C)/C=C)C,flavorDB,herb
Ocimene,5281553,CC(=CC/C=C(\C)/C=C)C,flavorDB,green
chrysin,5281607,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,flavorDB,bitter
Datiscetin,5281610,C1=CC=C(C(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,flavorDB,bitter
"3,7,4'-trihydroxyflavone",5281611,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O,flavorDB,bitter
diosmin,5281613,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,flavorDB,sweet
fisetin,5281614,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,flavorDB,bitter
Genkwanin,5281617,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O,flavorDB,bitter
Isorhamnetin,5281654,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,flavorDB,bitter
Norswertianolin,5281659,C1=CC(=C2C(=C1O)OC3=CC(=CC(=C3C2=O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,flavorDB,sweet
Swertianolin,5281662,COC1=CC(=C2C(=C1)OC3=C(C=CC(=C3C2=O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,flavorDB,sweet
morin,5281670,C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,flavorDB,bitter
myricetin,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,flavorDB,bitter
Quercetagetin,5281680,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)O)O)O,flavorDB,bitter
Scutellarein,5281697,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O,flavorDB,bitter
tricetin,5281701,C1=C(C=C(C(=C1O)O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,flavorDB,bitter
Coumestrol,5281707,C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O,flavorDB,bitter
daidzein,5281708,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,flavorDB,bitter
Iridin,5281777,COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,flavorDB,sweet
prunetin,5281804,COC1=CC(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O,flavorDB,bitter
tectoridin,5281810,COC1=C(C=C2C(=C1O)C(=O)C(=CO2)C3=CC=C(C=C3)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,flavorDB,sweet
tween 80,5281955,CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC(C1C(C(CO1)OCCO)OCCO)OCCO,flavorDB,bitter
"7,4'-Dihydroxyflavone",5282073,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O,flavorDB,bitter
Alpha-Ionone,5282108,CC1=CCCC(C1/C=C/C(=O)C)(C)C,flavorDB,floral
Alpha-Ionone,5282108,CC1=CCCC(C1/C=C/C(=O)C)(C)C,flavorDB,sweet
Alpha-Ionone,5282108,CC1=CCCC(C1/C=C/C(=O)C)(C)C,flavorDB,woody
Alpha-Ionone,5282108,CC1=CCCC(C1/C=C/C(=O)C)(C)C,flavorDB,tropical
Alpha-Ionone,5282108,CC1=CCCC(C1/C=C/C(=O)C)(C)C,flavorDB,fruity
Alpha-Ionone,5282108,CC1=CCCC(C1/C=C/C(=O)C)(C)C,flavorDB,wood
Alpha-Ionone,5282108,CC1=CCCC(C1/C=C/C(=O)C)(C)C,flavorDB,orris
Alpha-Ionone,5282108,CC1=CCCC(C1/C=C/C(=O)C)(C)C,flavorDB,raspberry
Alpha-Ionone,5282108,CC1=CCCC(C1/C=C/C(=O)C)(C)C,flavorDB,violet
Geranyl formate,5282109,CC(=CCC/C(=C/COC=O)/C)C,flavorDB,neroli
Geranyl formate,5282109,CC(=CCC/C(=C/COC=O)/C)C,flavorDB,tea
Geranyl formate,5282109,CC(=CCC/C(=C/COC=O)/C)C,flavorDB,green
Geranyl formate,5282109,CC(=CCC/C(=C/COC=O)/C)C,flavorDB,rose
Geranyl formate,5282109,CC(=CCC/C(=C/COC=O)/C)C,flavorDB,fresh
Geranyl formate,5282109,CC(=CCC/C(=C/COC=O)/C)C,flavorDB,bitter
Cinnamyl acetate,5282110,CC(=O)OC/C=C/C1=CC=CC=C1,flavorDB,floral
Cinnamyl acetate,5282110,CC(=O)OC/C=C/C1=CC=CC=C1,flavorDB,fruity
Cinnamyl acetate,5282110,CC(=O)OC/C=C/C1=CC=CC=C1,flavorDB,honey
lafutidine,5282136,C1CCN(CC1)CC2=CC(=NC=C2)OC/C=C\CNC(=O)CS(=O)CC3=CC=CO3,flavorDB,bitter
Lonicerin,5282152,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)CO)O)O)O)O)O,flavorDB,sweet
Quercimeritrin,5282160,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O)O,flavorDB,sweet
plaunotol,5282197,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CO)/C)/CO)/C)C,flavorDB,bitter
4'-Hydroxychalcone,5282362,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=C(C=C2)O,flavorDB,bitter
Carbinoxamine Maleate,5282409,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,flavorDB,bitter
Adenosine 5'-triphosphate disodium,5282498,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COp(=O)(O)Op(=O)(O)Op(=O)([O-])[O-])O)O)N.O.O.O.[Na+].[Na+],flavorDB,sweet
trans-2-Hexenoic acid,5282707,CCC/C=C/C(=O)O,flavorDB,fat
trans-2-Hexenoic acid,5282707,CCC/C=C/C(=O)O,flavorDB,must
trans-3-Hexenoic acid,5282708,CC/C=C/CC(=O)O,flavorDB,fruity
2-Heptenoic Acid,5282709,CCCC/C=C/C(=O)O,flavorDB,ether
2-Heptenoic Acid,5282709,CCCC/C=C/C(=O)O,flavorDB,rancid
2-Heptenoic Acid,5282709,CCCC/C=C/C(=O)O,flavorDB,fruity
2-Heptenoic Acid,5282709,CCCC/C=C/C(=O)O,flavorDB,grassy
2-Heptenoic Acid,5282709,CCCC/C=C/C(=O)O,flavorDB,green
trans-2-Octenoic acid,5282714,CCCCC/C=C/C(=O)O,flavorDB,sour
trans-2-Octenoic acid,5282714,CCCCC/C=C/C(=O)O,flavorDB,vegetable
trans-2-Octenoic acid,5282714,CCCCC/C=C/C(=O)O,flavorDB,waxy
trans-2-Octenoic acid,5282714,CCCCC/C=C/C(=O)O,flavorDB,fatty
trans-2-Octenoic acid,5282714,CCCCC/C=C/C(=O)O,flavorDB,musty
trans-2-Octenoic acid,5282714,CCCCC/C=C/C(=O)O,flavorDB,aldehydic
trans-2-Octenoic acid,5282714,CCCCC/C=C/C(=O)O,flavorDB,dirty
trans-2-Octenoic acid,5282714,CCCCC/C=C/C(=O)O,flavorDB,cheese
3-Octenoic Acid,5282716,CCCC/C=C/CC(=O)O,flavorDB,oily
3-Octenoic Acid,5282716,CCCC/C=C/CC(=O)O,flavorDB,fatty
(Z)-oct-5-enoic acid,5282718,CC/C=C\CCCC(=O)O,flavorDB,fatty
(Z)-oct-5-enoic acid,5282718,CC/C=C\CCCC(=O)O,flavorDB,greasy
cis-2-nonenoic acid,5282722,CCCCCC/C=C\C(=O)O,flavorDB,fatty
2-Decenoic acid,5282724,CCCCCCC/C=C/C(=O)O,flavorDB,waxy
2-Decenoic acid,5282724,CCCCCCC/C=C/C(=O)O,flavorDB,fresh
2-Decenoic acid,5282724,CCCCCCC/C=C/C(=O)O,flavorDB,oily
2-Decenoic acid,5282724,CCCCCCC/C=C/C(=O)O,flavorDB,sweet
2-Decenoic acid,5282724,CCCCCCC/C=C/C(=O)O,flavorDB,fruity
4-Decenoic acid,5282726,CCCCC/C=C/CCC(=O)O,flavorDB,fruity
4-Hexenal,5283308,C/C=C/CCC=O,flavorDB,green
(E)-Hept-2-enal,5283316,CCCC/C=C/C=O,flavorDB,soap
(E)-Hept-2-enal,5283316,CCCC/C=C/C=O,flavorDB,vegetable
(E)-Hept-2-enal,5283316,CCCC/C=C/C=O,flavorDB,fat
(E)-Hept-2-enal,5283316,CCCC/C=C/C=O,flavorDB,fresh
(E)-Hept-2-enal,5283316,CCCC/C=C/C=O,flavorDB,fatty
(E)-Hept-2-enal,5283316,CCCC/C=C/C=O,flavorDB,pungent
(E)-Hept-2-enal,5283316,CCCC/C=C/C=O,flavorDB,almond
(E)-Hept-2-enal,5283316,CCCC/C=C/C=O,flavorDB,green
"trans,trans-2,4-Heptadienal",5283321,CC/C=C/C=C/C=O,flavorDB,hazelnut
"trans,trans-2,4-Heptadienal",5283321,CC/C=C/C=C/C=O,flavorDB,cinnamon
trans-2-Octenal,5283324,CCCCC/C=C/C=O,flavorDB,nut
trans-2-Octenal,5283324,CCCCC/C=C/C=O,flavorDB,fat
trans-2-Octenal,5283324,CCCCC/C=C/C=O,flavorDB,herbal
trans-2-Octenal,5283324,CCCCC/C=C/C=O,flavorDB,fresh
trans-2-Octenal,5283324,CCCCC/C=C/C=O,flavorDB,green
trans-2-Octenal,5283324,CCCCC/C=C/C=O,flavorDB,fatty
