compound_name,pubchem_id,isomeric_smiles,source,flavor
Caryocaroside II-23,101417758,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@H]3[C@@H]([C@H](O[C@H]([C@@H]3O)O[C@H]4CC[C@]5([C@H]([C@]4(C)CO)CC[C@@]6([C@@H]5CC=C7[C@]6(CC[C@@]8([C@H]7CC(CC8)(C)C)C(=O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)C)C)C)C(=O)O)O)CO)O)O)O)O,flavorDB,sweet
5'-O-[[(phosphonooxy)phosphonyloxyphosphonyloxy]mercaptophosphinyl]adenosine,101420606,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[p+](O)(Op(=O)(O)Op(=O)(O)Op(=O)(O)O)[S-])O)O)N,flavorDB,sweet
"7-(4-O-alpha-L-rhamnopyranosyl-beta-D-glucopyranosyloxy)-3',4'-dihydroxyflavone",101422415,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)OC3=CC4=C(C=C3)C(=O)C=C(O4)C5=CC(=C(C=C5)O)O)CO)O)O)O,flavorDB,sweet
"7-(6-O-alpha-L-rhamnopyranosyl-beta-D-glucopyranosyloxy)-3',4'-dihydroxyflavone",101422416,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC4=C(C=C3)C(=O)C=C(O4)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,flavorDB,sweet
"4',7-bis(alpha-L-rhamnopyranosyloxy)-5,6-dihydroxyflavone",101422417,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC=C(C=C2)C3=CC(=O)C4=C(C(=C(C=C4O3)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)O)O)O)O)O)O)O)O,flavorDB,sweet
"8-(alpha-L-rhamnopyranosyl)-7-(alpha-L-rhamnopyranosyloxy)-3',4',5-trihydroxyflavone",101422756,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC(=C(C=C4)O)O)O)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)O)O)O)O)O)O,flavorDB,sweet
"7-(4-O-alpha-L-rhamnopyranosyl-alpha-L-rhamnopyranosyl)-3',4',5-trihydroxyflavone",101422759,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H](O[C@H]([C@@H]([C@@H]2O)O)C3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)C)O)O)O,flavorDB,sweet
7-(alpha-L-rhamnopyranosyloxy)-3'-(beta-D-xylopyranosyloxy)-6-methoxy-4'-hydroxyflavone,101422761,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(C=C3C(=C2)OC(=CC3=O)C4=CC(=C(C=C4)O)O[C@H]5[C@@H]([C@H]([C@@H](CO5)O)O)O)OC)O)O)O,flavorDB,sweet
"3-(2-O-alpha-L-rhamnopyranosyl-beta-L-arabinopyranosyloxy)-3',4',5,7-tetrahydroxyflavone",101423579,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@@H]2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O,flavorDB,sweet
"7-(4-O-alpha-L-rhamnopyranosyl-beta-D-xylopyranosyloxy)-3',4',5,6-tetrahydroxyflavone",101423602,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@@H]([C@H]2O)O)OC3=C(C(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)O)O)O)O,flavorDB,sweet
"7-(alpha-L-Arabinopyranosyloxy)-4'-(alpha-L-rhamnopyranosyloxy)-3',5,6-trihydroxyflavone",101423603,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(C=C(C=C2)C3=CC(=O)C4=C(C(=C(C=C4O3)O[C@H]5[C@@H]([C@H]([C@H](CO5)O)O)O)O)O)O)O)O)O,flavorDB,sweet
"3-(2-O-beta-D-Xylopyranosyl-alpha-L-arabinopyranosyloxy)-3',4',7-trihydroxy-5-methoxyflavone",101423605,COC1=CC(=CC2=C1C(=O)C(=C(O2)C3=CC(=C(C=C3)O)O)O[C@H]4[C@@H]([C@H]([C@H](CO4)O)O)O[C@H]5[C@@H]([C@H]([C@@H](CO5)O)O)O)O,flavorDB,sweet
"7-(6-O-beta-D-Xylopyranosyl-beta-D-galactopyranosyloxy)-4',5,6-trihydroxyflavone",101423606,C1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)OC3=C(C(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)O)O)O)O)O)O)O,flavorDB,sweet
vincetoxicoside b 3-O-arabinoide,101423607,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O[C@H]4[C@@H]([C@H]([C@H](CO4)O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O,flavorDB,sweet
"3'-(beta-D-Xylopyranosyloxy)-7-(beta-D-glucopyranosyloxy)-4',5-dihydroxyflavone",101423611,C1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=C(C=CC(=C2)C3=CC(=O)C4=C(C=C(C=C4O3)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O)O)O,flavorDB,sweet
"7-(4-O-beta-D-Glucopyranosyl-alpha-L-arabinopyranosyloxy)3',4',5-trihydroxyflavone",101423612,C1[C@@H]([C@@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=CC3=O)C4=CC(=C(C=C4)O)O)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,flavorDB,sweet
"7-(4-O-alpha-L-Arabinopyranosyl-beta-D-glucopyranosyloxy)-3',4',5-trihydroxyflavone",101423613,C1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)CO)O)O)O,flavorDB,sweet
"5-(beta-D-Galactopyranosyloxy)-7-(beta-D-xylopyranosyloxy)-3',4'-dihydroxyflavone",101423615,C1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=CC3=C(C(=C2)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)C(=O)C=C(O3)C5=CC(=C(C=C5)O)O)O)O)O,flavorDB,sweet
"7-(beta-D-Galactopyranosyloxy)-5-(beta-D-xylopyranosyloxy)-3',4'-dihydroxyflavone",101423616,C1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=CC(=CC3=C2C(=O)C=C(O3)C4=CC(=C(C=C4)O)O)O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)O)O)O,flavorDB,sweet
"7-(6-O-alpha-L-Arabinopyranosyl-alpha-D-glucopyranosyloxy)-3',4',5-trihydroxyflavone",101423617,C1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O,flavorDB,sweet
"7-(4-O-beta-D-Galactopyranosyl-alpha-L-arabinopyranosyloxy)-3',4',5-trihydroxyflavone",101423618,C1[C@@H]([C@@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=CC3=O)C4=CC(=C(C=C4)O)O)O)O)O)O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O,flavorDB,sweet
"7-(6-O-beta-L-Arabinopyranosyl-beta-D-glucopyranosyloxy)-3',4',5-trihydroxyflavone",101423619,C1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O,flavorDB,sweet
6''-O-D-Xylopyranosylorientin,101423620,C1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)C3=C(C=C(C4=C3OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O)O,flavorDB,sweet
2''-O-alpha-L-Arabinopyranosylorientin,101423628,C1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2C3=C(C=C(C4=C3OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)O)CO)O)O)O)O)O,flavorDB,sweet
3''-O-beta-D-Xylopyranosylquercitrin,101423629,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H](CO5)O)O)O)O,flavorDB,sweet
6''-O-alpha-L-Arabinopyranosylisoorientin,101423634,C1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)C3=C(C4=C(C=C3O)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O,flavorDB,sweet
"1,8-Dihydroxy-6-methoxy-2-(6-O-alpha-L-rhamnopyranosyl-beta-D-glucopyranosyloxy)xanthone",101424104,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(C4=C(C=C3)OC5=CC(=CC(=C5C4=O)O)OC)O)O)O)O)O)O)O,flavorDB,sweet
"7-(6-O-D-Apio-beta-D-furanosyl-beta-D-glucopyranosyloxy)-3',4',5-trihydroxyflavanone",101424121,C1C(OC2=CC(=CC(=C2C1=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@](CO4)(CO)O)O)O)O)O)C5=CC(=C(C=C5)O)O,flavorDB,sweet
Semecarpetin,101424215,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(C4=C(C=C3O)OC(=CC4=O)C5=CC=C(C=C5)OC)O)O)O)O)O)O)O,flavorDB,sweet
3-(4-Methoxyphenyl)-7-(2-O-alpha-L-rhamnopyranosyl-beta-D-glucopyranosyloxy)-8-hydroxy-4H-1-benzopyran-4-one,101428180,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C(C4=C(C=C3)C(=O)C(=CO4)C5=CC=C(C=C5)OC)O)CO)O)O)O)O)O,flavorDB,sweet
3-(3-Hydroxy-4-methoxyphenyl)-7-(6-O-alpha-L-rhamnopyranosyl-beta-D-glucopyranosyloxy)-4H-1-benzopyran-4-one,101428227,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC4=C(C=C3)C(=O)C(=CO4)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O,flavorDB,sweet
5-Hydroxy-7-(3-O-beta-D-glucopyranosyl-alpha-L-rhamnopyranosyloxy)-6-methoxyflavone,101428229,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(C(=C3C(=C2)OC(=CC3=O)C4=CC=CC=C4)O)OC)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O,flavorDB,sweet
Maysin 4''-alcohol 3'-methyl ether,101428245,C[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)C2=C(C3=C(C=C2O)OC(=CC3=O)C4=CC(=C(C=C4)O)OC)O)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)O)O)O)O)O,flavorDB,sweet
Arvensoside C,101428367,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)OC(=O)CC(C)(CC(=O)O)O)O,flavorDB,sweet
"3-(alpha-L-Arabinopyranosyloxy)-7-(alpha-L-rhamnopyranosyloxy)-3'-methoxy-4',5-dihydroxyflavone",101429607,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O[C@H]4[C@@H]([C@H]([C@H](CO4)O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O,flavorDB,sweet
"3-[(2-O-alpha-L-Arabinopyranosyl-alpha-L-rhamnopyranosyl)oxy]-3'-methoxy-4',5,7-trihydroxyflavone",101429610,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)OC)O[C@H]5[C@@H]([C@H]([C@H](CO5)O)O)O)O)O,flavorDB,sweet
"8-(2-O-beta-D-Xylopyranosyl-beta-D-glucopyranosyl)-4',5,7-trihydroxy-3'-methoxyflavone",101429641,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O[C@H]5[C@@H]([C@H]([C@@H](CO5)O)O)O)O,flavorDB,sweet
"7-[(2-O-alpha-L-rhamnopyranosyl-beta-D-glucopyranosyl)oxy]-4',5,8-trihydroxyflavone",101429672,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C(C4=C(C(=C3)O)C(=O)C=C(O4)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,flavorDB,sweet
"7-[(6-O-alpha-L-rhamnopyranosyl-beta-D-glucopyranosyl)oxy]-4',5,8-trihydroxyflavone",101429673,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(C4=C(C(=C3)O)C(=O)C=C(O4)C5=CC=C(C=C5)O)O)O)O)O)O)O)O,flavorDB,sweet
Chrysoeriol 7-apiosylglucoside,101429690,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O[C@H]5[C@@H]([C@](CO5)(CO)O)O)O)O,flavorDB,sweet
"7-[(2-O-alpha-L-Arabinopyranosyl-beta-D-galactopyranosyl)oxy]-4',5-dihydroxy-3'-methoxyflavone",101429691,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O[C@H]5[C@@H]([C@H]([C@H](CO5)O)O)O)O)O,flavorDB,sweet
"7-[(6-O-alpha-L-Arabinopyranosyl-beta-D-glucopyranosyl)oxy]-4',5-dihydroxy-3'-methoxyflavone",101429692,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO[C@H]5[C@@H]([C@H]([C@H](CO5)O)O)O)O)O)O)O)O,flavorDB,sweet
"3-[(4-O-alpha-L-rhamnopyranosyl-alpha-L-arabinopyranosyl)oxy]-3',4',7-trihydroxy-5-methoxyflavone",101429704,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CO[C@H]([C@@H]([C@H]2O)O)OC3=C(OC4=C(C3=O)C(=CC(=C4)O)OC)C5=CC(=C(C=C5)O)O)O)O)O,flavorDB,sweet
"7-[(6-O-alpha-L-rhamnopyranosyl-beta-D-glucopyranosyl)oxy]-3,3',4'-trihydroxyflavone",101429705,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC4=C(C=C3)C(=O)C(=C(O4)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O,flavorDB,sweet
1-O-(beta-D-fructopyranosyl)-beta-D-fructopyranose,101432331,C1[C@H]([C@H]([C@@H]([C@](O1)(CO)OC[C@@]2([C@H]([C@@H]([C@@H](CO2)O)O)O)O)O)O)O,flavorDB,sweet
6-O-(alpha-D-Xylopyranosyl)-alpha-D-fructofuranose,101432359,C1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@@](O2)(CO)O)O)O)O)O)O,flavorDB,sweet
6-O-(alpha-D-Xylopyranosyl)-alpha-D-mannopyranose,101432361,C1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@@H]([C@H](O2)O)O)O)O)O)O)O,flavorDB,sweet
"3-(2-Carboxy-2-deoxy-beta-D-glucurono pyranosyloxy)-30-noroleana-12,20(29)-diene-28-oic acid",101444716,C[C@]12CCC(C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(=C)CC5)C(=O)O)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)C(=O)O,flavorDB,sweet
Glycyrrhezic acid fabatrioside,101448031,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5([C@H](C4(C)C)CC[C@@]6([C@@H]5CC=C7[C@]6(CC[C@@]8([C@H]7C[C@@](CC8)(C)C(=O)O)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,flavorDB,sweet
6-O-(alpha-D-Xylopyranosyl)-D-mannopyranose,101450393,C1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@@H](C(O2)O)O)O)O)O)O)O,flavorDB,sweet
6-O-(alpha-D-Xylopyranosyl)-D-fructofuranose,101450394,C1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H](C(O2)(CO)O)O)O)O)O)O,flavorDB,sweet
7-[(6-O-Acetyl-2-O-beta-D-allopyranosyl-beta-D-glucopyranosyl)oxy]-5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-4H-1-benzopyran-4-one,101450775,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=CC3=O)C4=CC(=C(C=C4)O)OC)O)O[C@H]5[C@@H]([C@@H]([C@@H]([C@H](O5)CO)O)O)O)O)O,flavorDB,sweet
Achyranthoside G,101451271,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)OC(C(C(=O)O)O)OCC(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,flavorDB,sweet
Achyranthoside H,101451272,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)OC(C(C(=O)O)OC)OCC(=O)O)O,flavorDB,sweet
"3'-Methoxy-4',5-dihydroxy-7-[(6-O-butyryl-beta-D-glucopyranosyl)oxy]flavone",101453901,CCCC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=CC3=O)C4=CC(=C(C=C4)O)OC)O)O)O)O,flavorDB,sweet
2-(3-Hydroxy-4-methoxyphenyl)-5-hydroxy-7-methoxy-8-(2-O-alpha-L-rhamnopyranosyl-beta-D-glucopyranosyl)-4H-1-benzopyran-4-one,101458318,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2C3=C(C=C(C4=C3OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)OC)CO)O)O)O)O)O,flavorDB,sweet
"6-fluoro-2,6-dideoxy-D-glucopyranose",101465024,C1[C@H]([C@@H]([C@H](OC1O)Cf)O)O,flavorDB,sweet
CID 101469918,101469918,[13CH2]([13C@@H]1[13C@H]([13C@@H]([13C@H]([13C@@H](O1)O)O)O)O)O,flavorDB,sweet
"2-(3,4-Dihydroxy-5-methoxyphenyl)-5,8-dihydroxy-7-(beta-D-xylopyranosyloxy)-4H-1-benzopyran-4-one",101470017,COC1=CC(=CC(=C1O)O)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O[C@H]4[C@@H]([C@H]([C@@H](CO4)O)O)O)O,flavorDB,sweet
"2-(3,4-Dimethoxyphenyl)-3,5-dihydroxy-7-[4-O-[(2E)-1-(7,11-dimethyldodecyl)-2-methyl-2-butenyl]-beta-D-glucopyranosyloxy]-4H-1-benzopyran-4-one",101471737,C/C=C(\C)/C(CCCCCCC(C)CCCC(C)C)O[C@@H]1[C@H](O[C@H]([C@@H]([C@H]1O)O)OC2=CC(=C3C(=C2)OC(=C(C3=O)O)C4=CC(=C(C=C4)OC)OC)O)CO,flavorDB,sweet
3'-O-Methylastilbin,101473436,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)OC)O)O)O,flavorDB,sweet
(2S)-2beta-Methyl-4alpha-methoxy-6alpha-isopropoxytetrahydro-2H-pyran-3alpha-ol,101479388,C[C@H]1[C@@H]([C@@H](C[C@@H](O1)OC(C)C)OC)O,flavorDB,sweet
"(2r,3r)-3,5,7-trihydroxy-2-[4-hydroxy-3-(6-O-acetyl-beta-D-glucopyranosyloxy)phenyl]-2H-1-benzopyran-4(3H)-one",101483150,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=C(C=CC(=C2)[C@@H]3[C@H](C(=O)C4=C(C=C(C=C4O3)O)O)O)O)O)O)O,flavorDB,sweet
"2-(3,4-Dihydroxyphenyl)-5-(6-O-acetyl-beta-D-glucopyranosyloxy)-7-hydroxy-4H-1-benzopyran-4-one",101483151,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=CC(=CC3=C2C(=O)C=C(O3)C4=CC(=C(C=C4)O)O)O)O)O)O,flavorDB,sweet
2-(3-Hydroxy-4-methoxyphenyl)-5-(6-O-alpha-L-rhamnopyranosyl-beta-D-glucopyranosyloxy)-7-hydroxy-4H-1-benzopyran-4-one,101483152,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=CC4=C3C(=O)C=C(O4)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,flavorDB,sweet
2-(3-Hydroxy-4-methoxyphenyl)-5-[2-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyloxy]-7-hydroxy-4H-1-benzopyran-4-one,101483153,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=CC4=C3C(=O)C=C(O4)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O,flavorDB,sweet
1-[5-O-[[(5'-Adenylyl)oxy]oxylatophosphinyl]-beta-D-ribofuranosyl]carbodiimide,101484285,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COp(=O)(O)Op(=O)([O-])OC[C@@H]4[C@H]([C@H]([C@@H](O4)N=C=N)O)O)O)O)N,flavorDB,sweet
"2-(4-Hydroxyphenyl)-5,7-dihydroxy-8-(beta-D-glucopyranosyloxy)-2,3-dihydro-4H-1-benzopyran-4-one",101486375,C1C(OC2=C(C1=O)C(=CC(=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)C4=CC=C(C=C4)O,flavorDB,sweet
"2-[3-(Aminooxy)-4-hydroxyphenyl]-5-hydroxy-7-[2-O-(alpha-L-rhamnopyranosyl)-beta-D-glucopyranosyloxy]-2,3-dihydro-4H-1-benzopyran-4-one",101486995,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)O)ON)O)CO)O)O)O)O)O,flavorDB,sweet
(4r)-13-[[2-O-[4-O-(alpha-D-Mannopyranosyl)-beta-D-glucopyranosyl]-beta-D-glucopyranosyl]oxy]kaura-16-ene-18-oic acid beta-D-glucopyranosyl ester,101488218,C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,flavorDB,sweet
Dihydroisorhamnetin 7-rutinoside,101488982,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)O[C@@H]([C@H](C4=O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O)O,flavorDB,sweet
"Ethyl 4-O-(3-O-methyl-6-deoxy-beta-D-glucopyranosyl)-3-O-methyl-2,6-dideoxy-beta-D-glucopyranoside",101490301,CCO[C@H]1C[C@H]([C@@H]([C@H](O1)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O)OC)O)OC,flavorDB,sweet
"Ethyl 4-O-(3-O-methyl-6-deoxy-beta-D-glucopyranosyl)-3-O-methyl-2,6-dideoxy-alpha-D-glucopyranoside",101490302,CCO[C@@H]1C[C@H]([C@@H]([C@H](O1)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O)OC)O)OC,flavorDB,sweet
"2'-(beta-D-Glucopyranosyloxy)-5,7-dihydroxy-6-methoxyflavone",101496155,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,flavorDB,sweet
1-O-(beta-D-fructopyranosyl)-D-fructofuranose,101496819,C1[C@H]([C@H]([C@@H]([C@](O1)(CO)OCC2([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O,flavorDB,sweet
